activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037602506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,2,285000,42.22,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,121,>60%,9,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,35-44,Yes,No,2,1,1,,,,,1,,,,4429,95.69,91100,66,203,391,46
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201542800,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,3,1,1,2,2,2,405000,66.23,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,73,>60%,9,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,1,,,,8010,48.13,90800,128,2568,2987,24
2022,RVDPPPGHCGZ40J4VQ731,45820,KS,20177,20177003302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,195000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,143,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,3635,11.88,82700,133,1183,1335,36
2022,RVDPPPGHCGZ40J4VQ731,42340,GA,13051,13051010817,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,3,1,1,2,2,2,295000,100,7.25,0.164,2,3888.55,NA,1014,,1988.3,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,76,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,4418,63.4,83400,103,1129,1381,15
2022,RVDPPPGHCGZ40J4VQ731,10900,NJ,34041,34041032101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,325000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,162,>60%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,2,1,3,,,,,1,,,,2968,15.13,94300,130,1031,1238,52
2022,RVDPPPGHCGZ40J4VQ731,37964,PA,42101,42101029100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,85000,38.1,5.99,0.501,2,4866.95,NA,3004.4,730.4,,180,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,38,30%-<36%,1,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,4826,94.76,75000,25,507,2330,67
2022,RVDPPPGHCGZ40J4VQ731,19740,CO,8031,8031006813,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,1,1,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,99,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,2,1,6,,,,,10,,,,4550,52.51,117800,63,537,449,42
2022,RVDPPPGHCGZ40J4VQ731,23104,TX,48439,48439104400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,1,245000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,164,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,5241,64.61,92400,86,1045,2116,78
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34023,34023000102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,4,0,2,2,1,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,143,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,3,,,,,10,,,,4559,33.85,128300,98,1191,1389,61
2022,RVDPPPGHCGZ40J4VQ731,35614,NJ,34031,34031264102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,4,0,2,1,1,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,190,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,7695,31.67,99000,124,2118,2026,42
2022,RVDPPPGHCGZ40J4VQ731,41740,CA,6073,6073016301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,2,1,1,2,2,2,595000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,164,NA,9,9,2,,,,,2,,,,,2,2,2,23,,,,2,23,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,3,,,,,10,,,,5533,55.09,106900,49,505,712,44
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13121,13121011444,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,665000,95,7.25,0.544,2,5292.1,NA,1088,,5539.5,360,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,155,47,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3756,31.76,95700,287,1496,1573,26
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037124204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,1,555000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,695000,1,3,3,5,1,NA,123,50%-60%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,1,,,,,1,,,,2753,72.97,91100,50,118,488,58
2022,RVDPPPGHCGZ40J4VQ731,45780,OH,39095,39095005902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,105000,70,6.99,0.276,2,4535.11,NA,2081.25,2007.25,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,27,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,4356,24.38,78800,88,1096,1643,61
2022,RVDPPPGHCGZ40J4VQ731,49340,CT,9015,9015800501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,255000,92.8,6.375,0.756,2,14943.39,NA,8288.08,1279.4,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,68,45,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,3,,,,,10,,,,3804,47.21,107900,41,783,1012,47
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12101,12101031703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,205000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,147,NA,9,9,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,1,,,,,10,,,,4888,17.21,82100,61,1016,1644,33
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12057,12057011712,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,1,1,2,2,2,225000,80,7.675,0.846,2,5297.91,NA,1473.46,1399.46,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,111,36,2,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,5738,49.23,82100,79,1219,1386,43
2022,RVDPPPGHCGZ40J4VQ731,15804,NJ,34007,34007607100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,285000,96.5,6.625,0.812,2,11342.39,NA,3175.5,3175.5,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,142,48,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,3,,,,,10,,,,3742,15.93,112900,93,1131,1469,64
2022,RVDPPPGHCGZ40J4VQ731,43420,AZ,4003,4003001502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,125000,96.83,7.625,1.157,2,2869.95,NA,1088,,2893.17,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,110,20%-<30%,3,10,11,1,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3633,52.63,64500,67,982,1626,48
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27053,27053101800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,3,2,1,1,1,2,2,1,205000,75,7.5,0.868,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,3,3,5,1,NA,131,42,1,9,2,,,,,2,,,,,2,2,2,26,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,4153,47.34,117800,60,703,1382,75
2022,RVDPPPGHCGZ40J4VQ731,39300,RI,44007,44007012300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,4,0,2,2,32,1,2,2,2,155000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,73,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,3,,,,,10,,,,6806,20.22,99600,113,1842,2815,54
2022,RVDPPPGHCGZ40J4VQ731,27260,FL,12031,12031002701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,2,2,2,1,1,2,2,2,245000,96.5,6.75,0.848,2,8185.23,NA,1119.55,105.55,0.01,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,103,30%-<36%,9,2,2,,,,,3,,,,,2,2,2,5,26,,,6,,,,,2,2,2,1,2,2,<25,25-34,No,No,2,1,3,,,,,10,,,,3705,90.15,86100,46,549,1501,62
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027202208,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,135000,49.46,6.375,-0.507,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,3,3,5,1,NA,120,39,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,2,,,,,10,,,,2754,36.06,84900,100,525,559,15
2022,RVDPPPGHCGZ40J4VQ731,14454,MA,25021,25021422201,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,605000,90,6.125,-0.642,2,19033.86,NA,6711.91,5697.91,,360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,182,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,2,1,1,,,,,10,,,,2277,31.14,129500,0,305,289,6
2022,RVDPPPGHCGZ40J4VQ731,44700,CA,6077,6077004108,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,0,2,1,1,1,2,2,2,105000,19.23,6.125,-0.751,2,3109.95,NA,1289,201,,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,43,30%-<36%,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,8480,86.12,85000,147,1438,1734,15
2022,RVDPPPGHCGZ40J4VQ731,38900,OR,41005,41005022207,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,1,505000,60,7.375,0.447,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,845000,1,3,3,5,1,NA,194,44,9,1,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,6414,34.05,106500,140,2037,2071,23
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037131600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,1,2,2,2,975000,87.46,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1115000,1,1,3,5,1,NA,165,50%-60%,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,1,,,,5366,75.27,91100,103,1106,1409,63
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34013,34013013300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,2,1,295000,74.63,7.1,0.53,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,3,3,5,2,NA,28,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3749,98.91,116900,42,274,1193,65
2022,RVDPPPGHCGZ40J4VQ731,29340,LA,22019,22019003101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,145000,82.78,6.75,0.045,2,5398.25,NA,3054,,422.79,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,95,41,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,Yes,2,1,2,,,,,10,,,,5332,16.73,75000,114,1496,2118,46
2022,RVDPPPGHCGZ40J4VQ731,36100,FL,12083,12083001900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,195000,80,7.375,0.602,2,8602.93,NA,6013.48,760.48,,360,NA,NA,2,2,2,2,245000,1,2,3,5,1,NA,285,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,2585,35.16,65200,100,574,1202,72
2022,RVDPPPGHCGZ40J4VQ731,15260,GA,13127,13127000602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,1,1,2,2,2,195000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,78,47,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,2,1,3,,,,,9,,,,1893,26.94,75000,77,571,805,56
2022,RVDPPPGHCGZ40J4VQ731,15260,GA,13127,13127000408,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,165000,95,6.999,0.621,2,4647.58,NA,1821.43,1747.43,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,54,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,3783,32.65,75000,157,1182,1371,18
2022,RVDPPPGHCGZ40J4VQ731,15260,GA,13127,13127000501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,1,1,2,2,2,175000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,175,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,55-64,No,No,2,1,3,,,,,10,,,,4900,54.59,75000,63,742,1504,47
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027202205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,1,135000,75,6.999,0.296,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,3,3,5,1,NA,43,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,2,1,2,,,,,10,,,,8093,36.17,84900,120,2182,2613,18
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12103,12103025114,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,1,2,1,1,1,2,2,2,275000,75,6.625,-0.186,2,7941.14,NA,4412.56,3324.56,,360,NA,NA,2,2,2,2,375000,1,2,3,5,1,NA,123,46,1,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,3243,16.07,82100,99,1197,1544,49
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13057,13057090809,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,235000,80,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,65,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,,,,,2,,,,4062,17.11,95700,118,1260,1639,35
2022,RVDPPPGHCGZ40J4VQ731,20994,IL,17089,17089853200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,1,275000,75,7.75,0.875,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,365000,1,3,3,5,2,NA,147,47,3,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,6044,82.84,111900,57,952,1965,0
2022,RVDPPPGHCGZ40J4VQ731,41740,CA,6073,6073010018,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,32,1,2,2,2,405000,59.96,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,98,47,9,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,6,,,,,7,,,,6718,90.18,106900,97,936,1221,16
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12057,12057001100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,255000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,164,NA,9,9,2,,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,25-34,35-44,No,No,2,1,2,,,,,10,,,,2347,47.81,82100,76,657,1086,65
2022,RVDPPPGHCGZ40J4VQ731,19124,TX,48085,48085031330,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,4,0,2,1,1,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,140,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,5905,44.93,97400,133,1150,1562,12
2022,RVDPPPGHCGZ40J4VQ731,42680,FL,12061,12061050905,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,285000,96.5,6.75,1.121,2,16823.66,NA,8255.4,,6395.6,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,100,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,3,,,,,10,,,,3477,15.13,79900,120,1178,1698,17
2022,RVDPPPGHCGZ40J4VQ731,35614,NJ,34003,34003046100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,1,1,2,2,2,475000,95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,109,45,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,1,3,,,,,2,,,,4215,65.24,99000,132,870,1152,71
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13067,13067030264,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,1,1,2,2,2,615000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,242,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,35-44,No,No,2,1,1,,,,,10,,,,2635,27.82,95700,221,810,908,19
2022,RVDPPPGHCGZ40J4VQ731,27260,FL,12089,12089050506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,1,2,2,2,315000,95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,104,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,,,,,9,,,,3292,13.61,86100,117,987,1148,16
2022,RVDPPPGHCGZ40J4VQ731,47664,MI,26099,26099262900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,125000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,49,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,2,1,1,,,,,10,,,,4168,36.83,102800,62,927,1569,63
2022,RVDPPPGHCGZ40J4VQ731,20994,IL,17089,17089852500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,175000,71.43,7.625,1.013,2,7008.15,NA,4886.5,,4670.75,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,51,45,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,6500,19.51,111900,107,2085,2438,39
2022,RVDPPPGHCGZ40J4VQ731,36740,FL,12117,12117021000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,375000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,-45,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,45-54,No,No,2,1,3,,,,,1,,,,5793,51.96,80100,138,1208,1710,20
2022,RVDPPPGHCGZ40J4VQ731,38940,FL,12111,12111380902,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,3,32,1,2,2,2,155000,60,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,90,30%-<36%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,1,,,,,7,,,,5423,91,84500,61,1221,1983,47
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037134104,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,2,3,1,1,2,2,2,995000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,341,NA,9,9,2,,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,35-44,No,No,2,1,6,,,,,10,,,,4429,81.49,91100,86,607,558,39
